Word Pair,Count
"('essere', 'preporre')",1
"('magnificenzia', 'raccontare')",1
"('avere', 'raccontare')",2
"('preporre', 'raccontare')",1
"('avere', 'magnificenzia')",3
"('magnificenzia', 'preporre')",1
"('avere', 'preporre')",1
"('essere', 'sole')",2
"('sole', 'tutto')",1
"('cielo', 'sole')",1
"('bellezza', 'sole')",1
"('ornamento', 'sole')",1
"('chiarezza', 'sole')",1
"('lume', 'sole')",1
"('essere', 'tutto')",16
"('cielo', 'essere')",2
"('bellezza', 'essere')",7
"('essere', 'ornamento')",2
"('essere', 'essere')",130
"('chiarezza', 'essere')",2
"('essere', 'lume')",3
"('cielo', 'tutto')",1
"('bellezza', 'tutto')",1
"('ornamento', 'tutto')",1
"('chiarezza', 'tutto')",1
"('lume', 'tutto')",2
"('bellezza', 'cielo')",1
"('cielo', 'ornamento')",1
"('chiarezza', 'cielo')",1
"('cielo', 'lume')",1
"('bellezza', 'ornamento')",1
"('bellezza', 'chiarezza')",1
"('bellezza', 'lume')",1
"('chiarezza', 'ornamento')",1
"('lume', 'ornamento')",1
"('chiarezza', 'lume')",1
"('Dironne', 'novelletta')",1
"('Dironne', 'leggiadro')",1
"('Dironne', 'mio')",1
"('leggiadro', 'novelletta')",1
"('mio', 'novelletta')",2
"('leggiadro', 'mio')",1
"('parere', 'ramemorarsi')",1
"('certo', 'parere')",2
"('non', 'parere')",12
"('parere', 'potere')",3
"('essere', 'parere')",15
"('parere', 'utile')",1
"('certo', 'ramemorarsi')",1
"('non', 'ramemorarsi')",2
"('potere', 'ramemorarsi')",1
"('essere', 'ramemorarsi')",1
"('ramemorarsi', 'utile')",1
"('certo', 'potere')",3
"('certo', 'utile')",1
"('non', 'potere')",54
"('non', 'non')",38
"('non', 'utile')",3
"('essere', 'potere')",49
"('potere', 'utile')",1
"('essere', 'utile')",2
"('dovere', 'sapere')",5
"('altro', 'dovere')",1
"('dovere', 'valoroso')",1
"('cavaliere', 'dovere')",1
"('dovere', 'gran')",2
"('altro', 'sapere')",3
"('sapere', 'valoroso')",1
"('cavaliere', 'sapere')",5
"('gran', 'sapere')",3
"('altro', 'valoroso')",2
"('altro', 'cavaliere')",1
"('altro', 'gran')",2
"('cavaliere', 'valoroso')",1
"('gran', 'valoroso')",4
"('cavaliere', 'gran')",2
"('essere', 'tempo')",30
"('nostro', 'tempo')",3
"('città', 'tempo')",2
"('bene', 'tempo')",1
"('essere', 'nostro')",12
"('città', 'essere')",10
"('bene', 'essere')",3
"('città', 'nostro')",2
"('bene', 'nostro')",1
"('bene', 'città')",1
"('Ruggieri', 'de')",1
"('Figiovanni', 'Ruggieri')",1
"('Ruggieri', 'essere')",3
"('Ruggieri', 'ricco')",1
"('Ruggieri', 'grande')",1
"('Ruggieri', 'animo')",1
"('Figiovanni', 'de')",1
"('de', 'essere')",24
"('de', 'ricco')",3
"('de', 'grande')",3
"('animo', 'de')",3
"('Figiovanni', 'essere')",1
"('Figiovanni', 'ricco')",1
"('Figiovanni', 'grande')",1
"('Figiovanni', 'animo')",1
"('essere', 'ricco')",8
"('essere', 'grande')",20
"('animo', 'essere')",12
"('grande', 'ricco')",2
"('animo', 'ricco')",1
"('animo', 'grande')",5
"('considerare', 'qualità')",1
"('considerare', 'vivere')",1
"('considerare', 'costume')",1
"('Toscana', 'considerare')",1
"('qualità', 'vivere')",1
"('costume', 'qualità')",1
"('Toscana', 'qualità')",1
"('costume', 'vivere')",1
"('Toscana', 'vivere')",1
"('Toscana', 'costume')",1
"('dimorare', 'potere')",1
"('dimorare', 'suo')",3
"('dimorare', 'valor')",1
"('dimorare', 'dimostrare')",1
"('dimorare', 'prendere')",1
"('potere', 'suo')",21
"('potere', 'valor')",2
"('dimostrare', 'potere')",2
"('potere', 'prendere')",4
"('suo', 'valor')",2
"('dimostrare', 'suo')",2
"('prendere', 'suo')",15
"('dimostrare', 'valor')",1
"('prendere', 'valor')",1
"('dimostrare', 'prendere')",1
"('partito', 'volere')",1
"('partito', 'tempo')",1
"('essere', 'partito')",3
"('Anfonso', 'partito')",1
"('partito', 're')",1
"('Spagna', 'partito')",1
"('fama', 'partito')",1
"('tempo', 'volere')",5
"('essere', 'volere')",39
"('Anfonso', 'volere')",1
"('re', 'volere')",6
"('Spagna', 'volere')",1
"('fama', 'volere')",1
"('Anfonso', 'tempo')",1
"('re', 'tempo')",2
"('Spagna', 'tempo')",1
"('fama', 'tempo')",1
"('Anfonso', 'essere')",3
"('essere', 'fama')",5
"('Anfonso', 're')",2
"('Anfonso', 'Spagna')",1
"('Anfonso', 'fama')",1
"('fama', 're')",2
"('Spagna', 'fama')",1
"('signor', 'valore')",2
"('trapassare', 'valore')",1
"('que', 'valore')",1
"('tempo', 'valore')",1
"('signor', 'trapassare')",1
"('que', 'signor')",1
"('signor', 'tempo')",1
"('que', 'trapassare')",1
"('tempo', 'trapassare')",1
"('que', 'tempo')",2
"('arme', 'onorevolemente')",1
"('cavallo', 'onorevolemente')",1
"('compagnia', 'onorevolemente')",1
"('andare', 'onorevolemente')",1
"('arme', 'cavallo')",1
"('arme', 'compagnia')",1
"('andare', 'arme')",2
"('cavallo', 'compagnia')",2
"('andare', 'cavallo')",4
"('andare', 'compagnia')",2
"('Ispagna', 'essere')",1
"('Ispagna', 're')",1
"('Ispagna', 'ricevere')",1
"('essere', 'ricevere')",11
"('re', 'ricevere')",1
"('dimorare', 'messer')",1
"('Ruggieri', 'dimorare')",1
"('dimorare', 'vivere')",1
"('Ruggieri', 'messer')",3
"('messer', 'vivere')",1
"('Ruggieri', 'vivere')",1
"('arme', 'fatto')",2
"('fatto', 'maravigliose')",1
"('fare', 'fatto')",4
"('fatto', 'valoroso')",1
"('arme', 'maravigliose')",1
"('arme', 'cosa')",1
"('arme', 'fare')",1
"('arme', 'valoroso')",1
"('cosa', 'maravigliose')",1
"('fare', 'maravigliose')",1
"('maravigliose', 'valoroso')",1
"('cosa', 'fare')",19
"('cosa', 'valoroso')",1
"('fare', 'valoroso')",1
"('buon', 'essere')",9
"('dimorare', 'essere')",5
"('essere', 'maniera')",5
"('buon', 'tempo')",1
"('buon', 'dimorare')",1
"('buon', 'maniera')",1
"('dimorare', 'tempo')",1
"('maniera', 'tempo')",1
"('dimorare', 'maniera')",2
"('re', 'riguardare')",2
"('parere', 're')",1
"('donare', 're')",2
"('castella', 're')",1
"('parere', 'riguardare')",2
"('donare', 'riguardare')",1
"('castella', 'riguardare')",1
"('donare', 'parere')",1
"('castella', 'parere')",1
"('castella', 'donare')",1
"('baronia', 'città')",1
"('città', 'dare')",1
"('baronia', 'dare')",1
"('essere', 'tenere')",11
"('donare', 'essere')",13
"('essere', 'estimare')",5
"('donare', 'tenere')",1
"('estimare', 'tenere')",1
"('donare', 'estimare')",3
"('diminuire', 'fama')",1
"('diminuire', 'suo')",1
"('diminuire', 'partire')",1
"('diliberò', 'diminuire')",1
"('diminuire', 're')",2
"('diminuire', 'domandare')",1
"('fama', 'suo')",6
"('fama', 'partire')",1
"('diliberò', 'fama')",1
"('domandare', 'fama')",1
"('partire', 'suo')",5
"('diliberò', 'suo')",1
"('re', 'suo')",11
"('domandare', 'suo')",10
"('diliberò', 'partire')",1
"('partire', 're')",1
"('domandare', 'partire')",1
"('diliberò', 're')",1
"('diliberò', 'domandare')",1
"('domandare', 're')",3
"('concedette', 're')",1
"('donogli', 're')",1
"('miglior', 're')",1
"('mulo', 're')",2
"('concedette', 'donogli')",1
"('concedette', 'miglior')",1
"('concedette', 'mulo')",1
"('donogli', 'miglior')",1
"('donogli', 'mulo')",1
"('miglior', 'mulo')",1
"('bello', 'cavalcare')",1
"('cavalcare', 'lungo')",1
"('camino', 'cavalcare')",1
"('cavalcare', 'fare')",1
"('cavalcare', 'essere')",3
"('caro', 'cavalcare')",1
"('bello', 'lungo')",1
"('bello', 'camino')",1
"('bello', 'fare')",16
"('bello', 'essere')",23
"('bello', 'caro')",2
"('camino', 'lungo')",1
"('fare', 'lungo')",3
"('essere', 'lungo')",7
"('caro', 'lungo')",1
"('camino', 'fare')",1
"('camino', 'essere')",1
"('camino', 'caro')",1
"('caro', 'fare')",3
"('caro', 'essere')",23
"('Ruggieri', 'messere')",1
"('commettere', 're')",1
"('commettere', 'suo')",1
"('commettere', 'discreto')",1
"('discreto', 're')",2
"('discreto', 'suo')",3
"('famigliare', 'maniera')",1
"('famigliare', 'miglior')",1
"('famigliare', 'parere')",1
"('famigliare', 'ingegnarsi')",1
"('maniera', 'miglior')",1
"('maniera', 'parere')",2
"('ingegnarsi', 'maniera')",1
"('miglior', 'parere')",1
"('ingegnarsi', 'miglior')",1
"('ingegnarsi', 'parere')",1
"('cavalcare', 'primo')",1
"('cavalcare', 'giornata')",1
"('cavalcare', 'messer')",2
"('Ruggieri', 'cavalcare')",2
"('cavalcare', 'guisa')",1
"('cavalcare', 'non')",1
"('cavalcare', 'parere')",1
"('giornata', 'primo')",1
"('messer', 'primo')",1
"('Ruggieri', 'primo')",1
"('guisa', 'primo')",1
"('non', 'primo')",2
"('parere', 'primo')",1
"('giornata', 'messer')",1
"('Ruggieri', 'giornata')",1
"('giornata', 'guisa')",1
"('giornata', 'non')",1
"('giornata', 'parere')",1
"('guisa', 'messer')",1
"('messer', 'non')",7
"('messer', 'parere')",2
"('Ruggieri', 'guisa')",1
"('Ruggieri', 'non')",4
"('Ruggieri', 'parere')",1
"('guisa', 'non')",1
"('guisa', 'parere')",1
"('mandare', 're')",2
"('cosa', 're')",4
"('dire', 're')",14
"('raccogliere', 're')",1
"('re', 'ridire')",1
"('cosa', 'mandare')",3
"('dire', 'mandare')",5
"('mandare', 'raccogliere')",1
"('mandare', 'ridire')",1
"('cosa', 'raccogliere')",1
"('cosa', 'ridire')",1
"('dire', 'raccogliere')",1
"('dire', 'ridire')",1
"('raccogliere', 'ridire')",1
"('mattina', 'sapere')",1
"('comandare', 'sapere')",1
"('re', 'sapere')",6
"('altro', 'mattina')",1
"('altro', 'comandare')",1
"('altro', 're')",2
"('comandare', 'mattina')",1
"('mattina', 're')",1
"('essere', 'famigliare')",4
"('attento', 'famigliare')",1
"('famigliare', 'messer')",2
"('Ruggieri', 'famigliare')",1
"('famigliare', 'uscire')",1
"('famigliare', 'terra')",1
"('attento', 'essere')",1
"('essere', 'messer')",33
"('essere', 'uscire')",8
"('essere', 'terra')",6
"('attento', 'messer')",1
"('Ruggieri', 'attento')",1
"('attento', 'uscire')",1
"('attento', 'terra')",1
"('messer', 'uscire')",1
"('messer', 'terra')",1
"('Ruggieri', 'uscire')",1
"('Ruggieri', 'terra')",2
"('terra', 'uscire')",1
"('accompagnare', 'essere')",1
"('dare', 'essere')",36
"('essere', 'vedere')",16
"('accompagnare', 'dare')",1
"('accompagnare', 'vedere')",1
"('dare', 'vedere')",3
"('Italia', 'venire')",1
"('cavalcare', 'mulo')",1
"('cavalcare', 're')",1
"('cavalcare', 'datare')",1
"('Ruggieri', 'mulo')",1
"('Ruggieri', 're')",4
"('Ruggieri', 'datare')",1
"('datare', 'mulo')",1
"('datare', 're')",1
"('cosa', 'vicino')",1
"('essere', 'parlare')",6
"('parlare', 'vicino')",1
"('essere', 'vicino')",6
"('dire', 'essere')",85
"('dire', 'vicino')",1
"('credere', 'essere')",18
"('credere', 'fare')",6
"('credere', 'dare')",3
"('credere', 'stalla')",1
"('bestia', 'credere')",1
"('essere', 'stalla')",1
"('bestia', 'essere')",1
"('dare', 'fare')",6
"('fare', 'stalla')",1
"('bestia', 'fare')",1
"('dare', 'stalla')",1
"('bestia', 'dare')",1
"('bestia', 'stalla')",1
"('entrare', 'stalla')",1
"('entrare', 'mulo')",1
"('entrare', 'stallarono')",1
"('mulo', 'stalla')",1
"('stalla', 'stallarono')",1
"('mulo', 'stallarono')",1
"('cavalcare', 'stare')",1
"('cavalcare', 'scudiere')",1
"('attento', 'cavalcare')",1
"('cavalcare', 'parola')",1
"('cavalcare', 'cavaliere')",1
"('scudiere', 'stare')",1
"('attento', 'stare')",1
"('parola', 'stare')",1
"('cavaliere', 'stare')",1
"('attento', 'scudiere')",1
"('parola', 'scudiere')",1
"('cavaliere', 'scudiere')",1
"('attento', 'parola')",1
"('attento', 'cavaliere')",1
"('cavaliere', 'parola')",1
"('fiume', 'venire')",2
"('abeverando', 'venire')",1
"('lor', 'venire')",1
"('bestia', 'venire')",1
"('mulo', 'venire')",1
"('stallò', 'venire')",1
"('abeverando', 'fiume')",2
"('fiume', 'lor')",2
"('bestia', 'fiume')",2
"('fiume', 'mulo')",2
"('fiume', 'stallò')",2
"('fiume', 'fiume')",1
"('abeverando', 'lor')",1
"('abeverando', 'bestia')",1
"('abeverando', 'mulo')",1
"('abeverando', 'stallò')",1
"('bestia', 'lor')",1
"('lor', 'mulo')",1
"('lor', 'stallò')",1
"('bestia', 'mulo')",1
"('bestia', 'stallò')",1
"('mulo', 'stallò')",1
"('Ruggieri', 'dire')",4
"('dolente', 'faccia')",1
"('Dio', 'dolente')",1
"('bestia', 'dolente')",1
"('Dio', 'faccia')",1
"('bestia', 'faccia')",1
"('Dio', 'bestia')",1
"('fare', 'signore')",3
"('donare', 'fare')",3
"('donare', 'signore')",1
"('famigliare', 'parola')",2
"('famigliare', 'ricogliere')",2
"('parola', 'ricogliere')",2
"('ricogliere', 'ricogliere')",1
"('camminare', 'tutto')",1
"('camminare', 'dì')",1
"('camminare', 'seco')",1
"('camminare', ""niun'"")",1
"('camminare', 'non')",1
"('camminare', 'somma')",1
"('camminare', 'lode')",1
"('camminare', 're')",1
"('camminare', 'dire')",1
"('dì', 'tutto')",1
"('seco', 'tutto')",1
"(""niun'"", 'tutto')",1
"('non', 'tutto')",5
"('somma', 'tutto')",1
"('lode', 'tutto')",2
"('re', 'tutto')",1
"('dire', 'tutto')",3
"('dì', 'seco')",1
"('dì', ""niun'"")",2
"('dì', 'non')",2
"('dì', 'somma')",1
"('dì', 'lode')",1
"('dì', 're')",2
"('dire', 'dì')",3
"(""niun'"", 'seco')",1
"('non', 'seco')",1
"('seco', 'somma')",1
"('lode', 'seco')",1
"('re', 'seco')",1
"('dire', 'seco')",2
"(""niun'"", 'non')",2
"(""niun'"", 'somma')",1
"('lode', ""niun'"")",1
"(""niun'"", 're')",1
"('dire', ""niun'"")",1
"('non', 'somma')",1
"('lode', 'non')",1
"('non', 're')",14
"('dire', 'non')",35
"('lode', 'somma')",2
"('re', 'somma')",1
"('dire', 'somma')",1
"('lode', 're')",2
"('dire', 'lode')",1
"('mattina', 'udire')",1
"('seguente', 'udire')",1
"('montare', 'udire')",1
"('cavallo', 'udire')",1
"('udire', 'volere')",9
"('cavalcare', 'udire')",1
"('mattina', 'seguente')",6
"('mattina', 'montare')",1
"('cavallo', 'mattina')",1
"('mattina', 'volere')",1
"('cavalcare', 'mattina')",1
"('montare', 'seguente')",1
"('cavallo', 'seguente')",1
"('seguente', 'volere')",1
"('cavalcare', 'seguente')",1
"('cavallo', 'montare')",9
"('montare', 'volere')",2
"('cavalcare', 'montare')",1
"('cavallo', 'volere')",2
"('cavalcare', 'cavallo')",1
"('cavalcare', 'volere')",1
"('famigliare', 'toscano')",1
"('fare', 'toscano')",1
"('comandamento', 'toscano')",1
"('re', 'toscano')",1
"('messer', 'toscano')",1
"('famigliare', 'fare')",2
"('comandamento', 'famigliare')",1
"('famigliare', 're')",1
"('comandamento', 'fare')",1
"('fare', 'messer')",7
"('comandamento', 're')",2
"('comandamento', 'messer')",1
"('messer', 're')",1
"('Ruggieri', 'tornare')",1
"('avere', 're')",26
"('avere', 'sapere')",14
"('avere', 'mulo')",3
"('dire', 'mulo')",1
"('chiamare', 'mulo')",1
"('lieto', 'mulo')",1
"('mulo', 'viso')",1
"('mulo', 'ricevere')",1
"('avere', 'dire')",43
"('avere', 'chiamare')",6
"('avere', 'lieto')",5
"('avere', 'viso')",5
"('avere', 'ricevere')",6
"('chiamare', 'dire')",4
"('dire', 'lieto')",4
"('dire', 'viso')",7
"('dire', 'ricevere')",3
"('chiamare', 'lieto')",1
"('chiamare', 'viso')",1
"('chiamare', 'ricevere')",1
"('lieto', 'viso')",4
"('lieto', 'ricevere')",2
"('ricevere', 'viso')",2
"('domandollo', 'suo')",1
"('domandollo', 'mulo')",2
"('avere', 'domandollo')",1
"('assomigliare', 'domandollo')",1
"('domandollo', 'vero')",1
"('mulo', 'suo')",2
"('avere', 'suo')",62
"('assomigliare', 'suo')",1
"('suo', 'vero')",3
"('assomigliare', 'mulo')",2
"('mulo', 'vero')",2
"('mulo', 'mulo')",1
"('assomigliare', 'avere')",1
"('avere', 'vero')",1
"('assomigliare', 'vero')",1
"('Messer', 'Ruggieri')",4
"('Messer', 'aperto')",1
"('Messer', 'viso')",1
"('Messer', 'dire')",8
"('Messer', 'mio')",3
"('Ruggieri', 'aperto')",1
"('Ruggieri', 'viso')",1
"('Ruggieri', 'mio')",3
"('aperto', 'viso')",1
"('aperto', 'dire')",1
"('aperto', 'mio')",2
"('mio', 'viso')",2
"('dire', 'mio')",23
"('assomigliare', 'donare')",1
"('assomigliare', 'non')",1
"('assomigliare', 'convenire')",1
"('donare', 'non')",5
"('convenire', 'donare')",1
"('convenire', 'non')",12
"('convenire', 'dato')",2
"('convenire', 'convenire')",1
"('convenire', 'stallò')",2
"('dato', 'non')",3
"('non', 'stallò')",3
"('dato', 'stallò')",1
"('dire', 'donare')",1
"('dire', 'fatto')",2
"('Messer', 're')",3
"('fatto', 're')",1
"('Messer', 'non')",5
"('Messer', 'avere')",3
"('Messer', 'donare')",1
"('Messer', 'fatto')",1
"('Ruggieri', 'avere')",1
"('Ruggieri', 'donare')",1
"('Ruggieri', 'fatto')",1
"('avere', 'non')",83
"('fatto', 'non')",5
"('avere', 'donare')",8
"('avere', 'fatto')",8
"('donare', 'fatto')",1
"('avere', 'comparazion')",1
"('avere', 'avvenire')",2
"('comparazion', 'essere')",2
"('comparazion', 'non')",1
"('avvenire', 'comparazion')",1
"('avvenire', 'essere')",15
"('avvenire', 'non')",4
"('non', 'valoroso')",2
"('cavalier', 'non')",1
"('conosciuto', 'non')",1
"('degno', 'non')",3
"('gran', 'non')",6
"('dono', 'non')",2
"('avere', 'valoroso')",1
"('avere', 'cavalier')",1
