Word Pair,Count
"('mandare', 'opera')",1
"('mortale', 'opera')",1
"('Dio', 'ira')",2
"('ira', 'nostro')",1
"('correzione', 'ira')",1
"('ira', 'mandare')",1
"('ira', 'mortale')",1
"('Dio', 'nostro')",2
"('Dio', 'correzione')",1
"('Dio', 'mandare')",1
"('Dio', 'mortale')",1
"('correzione', 'nostro')",1
"('mandare', 'nostro')",2
"('mortale', 'nostro')",1
"('correzione', 'mandare')",1
"('correzione', 'mortale')",1
"('mandare', 'mortale')",1
"('anno', 'parte')",1
"('anno', 'orientale')",1
"('anno', 'incominciare')",1
"('anno', 'inumerabile')",1
"('orientale', 'parte')",1
"('incominciare', 'parte')",1
"('inumerabile', 'parte')",1
"('incominciare', 'orientale')",1
"('inumerabile', 'orientale')",1
"('incominciare', 'inumerabile')",1
"('de', 'quantità')",1
"('quantità', 'vivente')",1
"('avere', 'quantità')",1
"('privare', 'quantità')",1
"('quantità', 'ristare')",1
"('luogo', 'quantità')",1
"('de', 'vivente')",1
"('avere', 'de')",8
"('de', 'privare')",1
"('de', 'ristare')",1
"('de', 'luogo')",2
"('avere', 'vivente')",1
"('privare', 'vivente')",1
"('ristare', 'vivente')",1
"('luogo', 'vivente')",1
"('avere', 'privare')",1
"('avere', 'ristare')",1
"('avere', 'luogo')",3
"('privare', 'ristare')",1
"('luogo', 'privare')",1
"('luogo', 'ristare')",1
"('Occidente', 'continuare')",1
"('continuare', 'essere')",1
"('ampliare', 'continuare')",1
"('Occidente', 'essere')",1
"('Occidente', 'ampliare')",1
"('ampliare', 'essere')",1
"('non', 'valere')",1
"('non', 'senno')",3
"('non', 'umano')",1
"('non', 'provedimento')",1
"('senno', 'valere')",1
"('umano', 'valere')",1
"('provedimento', 'valere')",1
"('essere', 'valere')",1
"('senno', 'umano')",1
"('provedimento', 'senno')",1
"('essere', 'senno')",5
"('provedimento', 'umano')",1
"('essere', 'umano')",1
"('essere', 'provedimento')",1
"('immondizia', 'purgare')",1
"('città', 'immondizia')",1
"('immondizia', 'oficiali')",1
"('immondizia', 'ordinato')",1
"('immondizia', 'vietare')",1
"('entrare', 'immondizia')",1
"('città', 'purgare')",1
"('oficiali', 'purgare')",1
"('ordinato', 'purgare')",1
"('purgare', 'vietare')",1
"('entrare', 'purgare')",1
"('città', 'oficiali')",1
"('città', 'ordinato')",1
"('città', 'vietare')",1
"('città', 'entrare')",1
"('oficiali', 'ordinato')",1
"('oficiali', 'vietare')",1
"('entrare', 'oficiali')",1
"('ordinato', 'vietare')",1
"('entrare', 'ordinato')",1
"('entrare', 'vietare')",1
"('consiglio', 'infermo')",1
"('dato', 'infermo')",1
"('conservazion', 'infermo')",1
"('infermo', 'sanità')",1
"('consiglio', 'dato')",1
"('conservazion', 'consiglio')",1
"('consiglio', 'sanità')",1
"('conservazion', 'dato')",1
"('dato', 'sanità')",1
"('conservazion', 'sanità')",1
"('supplicazioni', 'umile')",1
"('non', 'umile')",1
"('umile', 'volta')",1
"('processione', 'umile')",1
"('ordinato', 'umile')",1
"('non', 'supplicazioni')",1
"('supplicazioni', 'volta')",1
"('processione', 'supplicazioni')",1
"('ordinato', 'supplicazioni')",1
"('non', 'volta')",7
"('non', 'processione')",1
"('non', 'ordinato')",1
"('processione', 'volta')",1
"('ordinato', 'volta')",1
"('ordinato', 'processione')",1
"('Dio', 'guisa')",1
"('fare', 'guisa')",1
"('divoto', 'guisa')",1
"('guisa', 'persona')",2
"('guisa', 'principio')",1
"('Dio', 'fare')",3
"('Dio', 'divoto')",1
"('Dio', 'persona')",1
"('Dio', 'principio')",1
"('divoto', 'fare')",2
"('fare', 'principio')",1
"('divoto', 'persona')",2
"('divoto', 'principio')",1
"('persona', 'principio')",1
"('anno', 'primavera')",1
"('predire', 'primavera')",1
"('cominciare', 'primavera')",1
"('primavera', 'suo')",1
"('doloroso', 'primavera')",1
"('effetto', 'primavera')",1
"('anno', 'predire')",1
"('anno', 'cominciare')",1
"('anno', 'suo')",2
"('anno', 'doloroso')",1
"('anno', 'effetto')",1
"('cominciare', 'predire')",2
"('predire', 'suo')",1
"('doloroso', 'predire')",1
"('effetto', 'predire')",1
"('cominciare', 'suo')",7
"('cominciare', 'doloroso')",1
"('cominciare', 'effetto')",1
"('doloroso', 'suo')",1
"('effetto', 'suo')",3
"('doloroso', 'effetto')",1
"('maniera', 'miracoloso')",1
"('dimostrare', 'miracoloso')",1
"('dimostrare', 'maniera')",1
"('Oriente', 'non')",1
"('avere', 'non')",49
"('Oriente', 'avere')",1
"('Oriente', 'fare')",1
"('sangue', 'uscire')",1
"('naso', 'uscire')",1
"('essere', 'uscire')",3
"('manifesto', 'uscire')",1
"('segno', 'uscire')",1
"('inevitabile', 'uscire')",1
"('naso', 'sangue')",1
"('essere', 'sangue')",1
"('manifesto', 'sangue')",1
"('sangue', 'segno')",1
"('inevitabile', 'sangue')",1
"('essere', 'naso')",2
"('manifesto', 'naso')",1
"('naso', 'segno')",1
"('inevitabile', 'naso')",1
"('essere', 'manifesto')",5
"('essere', 'segno')",2
"('essere', 'inevitabile')",1
"('manifesto', 'segno')",2
"('inevitabile', 'manifesto')",1
"('inevitabile', 'segno')",1
"('morte', 'nascere')",1
"('cominciamento', 'morte')",1
"('maschio', 'morte')",1
"('femine', 'morte')",1
"('cominciamento', 'nascere')",1
"('maschio', 'nascere')",1
"('femine', 'nascere')",1
"('cominciamento', 'maschio')",1
"('cominciamento', 'femine')",1
"('femine', 'maschio')",2
"('anguinaia', 'ditella')",1
"('anguinaia', 'certo')",1
"('anguinaia', 'enfiature')",1
"('certo', 'ditella')",1
"('ditella', 'enfiature')",1
"('certo', 'enfiature')",1
"('comunal', 'crescere')",1
"('crescere', 'mela')",1
"('crescere', 'uovo')",1
"('comunal', 'mela')",1
"('comunal', 'uovo')",1
"('mela', 'uovo')",1
"('nominavan', 'volgare')",1
"('gavoccioli', 'volgare')",1
"('gavoccioli', 'nominavan')",1
"('due', 'parte')",1
"('corpo', 'predire')",1
"('corpo', 'infra')",1
"('corpo', 'spazio')",1
"('cominciare', 'corpo')",1
"('corpo', 'dire')",2
"('corpo', 'gavocciolo')",1
"('infra', 'predire')",1
"('predire', 'spazio')",1
"('dire', 'predire')",1
"('gavocciolo', 'predire')",1
"('infra', 'spazio')",2
"('cominciare', 'infra')",1
"('dire', 'infra')",1
"('gavocciolo', 'infra')",1
"('cominciare', 'spazio')",2
"('dire', 'spazio')",1
"('gavocciolo', 'spazio')",1
"('cominciare', 'dire')",10
"('cominciare', 'gavocciolo')",1
"('dire', 'gavocciolo')",1
"('mortifero', 'parte')",1
"('mortifero', 'nascere')",1
"('mortifero', 'venire')",1
"('nascere', 'parte')",1
"('parte', 'venire')",3
"('nascere', 'venire')",1
"('incominciare', 'qualità')",1
"('incominciare', 'predetto')",1
"('incominciare', 'infermità')",1
"('incominciare', 'permutare')",1
"('predetto', 'qualità')",1
"('infermità', 'qualità')",1
"('permutare', 'qualità')",1
"('infermità', 'predetto')",1
"('permutare', 'predetto')",1
"('infermità', 'permutare')",1
"('macchia', 'nero')",1
"('livido', 'macchia')",1
"('braccio', 'macchia')",1
"('coscia', 'macchia')",1
"('livido', 'nero')",1
"('braccio', 'nero')",1
"('coscia', 'nero')",1
"('braccio', 'livido')",1
"('coscia', 'livido')",1
"('braccio', 'coscia')",1
"('corpo', 'parte')",2
"('apparire', 'parte')",1
"('grande', 'parte')",3
"('parte', 'rada')",1
"('minuto', 'parte')",2
"('parte', 'spesso')",1
"('apparire', 'corpo')",1
"('corpo', 'grande')",2
"('corpo', 'rada')",1
"('corpo', 'minuto')",1
"('corpo', 'spesso')",1
"('apparire', 'grande')",1
"('apparire', 'rada')",1
"('apparire', 'minuto')",1
"('apparire', 'spesso')",1
"('grande', 'rada')",1
"('grande', 'minuto')",1
"('grande', 'spesso')",2
"('minuto', 'rada')",1
"('rada', 'spesso')",1
"('minuto', 'spesso')",1
"('essere', 'gavocciolo')",3
"('certo', 'gavocciolo')",1
"('certo', 'essere')",4
"('futuro', 'indizio')",1
"('indizio', 'morte')",1
"('essere', 'indizio')",1
"('indizio', 'venieno')",1
"('futuro', 'morte')",1
"('essere', 'futuro')",2
"('futuro', 'venieno')",1
"('essere', 'morte')",7
"('morte', 'venieno')",1
"('essere', 'venieno')",1
"('cura', 'infermità')",1
"('consiglio', 'cura')",1
"('cura', 'medico')",1
"('cura', 'virtù')",1
"('consiglio', 'infermità')",1
"('infermità', 'medico')",1
"('infermità', 'virtù')",1
"('consiglio', 'medico')",1
"('consiglio', 'virtù')",1
"('medico', 'virtù')",1
"('medicina', 'parere')",1
"('medicina', 'valere')",1
"('fare', 'medicina')",1
"('medicina', 'profitto')",1
"('medicina', 'natura')",1
"('parere', 'valere')",1
"('fare', 'parere')",6
"('parere', 'profitto')",1
"('natura', 'parere')",1
"('fare', 'valere')",1
"('profitto', 'valere')",1
"('natura', 'valere')",1
"('fare', 'profitto')",1
"('fare', 'natura')",2
"('natura', 'profitto')",1
"('malore', 'patire')",1
"('ignoranza', 'malore')",1
"('malore', 'medicare')",1
"('de', 'malore')",1
"('malore', 'numero')",1
"('ignoranza', 'patire')",1
"('medicare', 'patire')",1
"('de', 'patire')",1
"('numero', 'patire')",1
"('ignoranza', 'medicare')",1
"('de', 'ignoranza')",1
"('ignoranza', 'numero')",1
"('de', 'medicare')",1
"('medicare', 'numero')",1
"('de', 'numero')",1
"('femine', 'scienziato')",1
"('scienziato', 'uomo')",1
"('avere', 'scienziato')",1
"('dottrina', 'scienziato')",1
"('femine', 'uomo')",4
"('avere', 'femine')",2
"('dottrina', 'femine')",1
"('avere', 'uomo')",14
"('dottrina', 'uomo')",1
"('avere', 'dottrina')",1
"('avere', 'medicina')",1
"('essere', 'medicina')",3
"('medicina', 'numero')",1
"('divenire', 'medicina')",1
"('grande', 'medicina')",1
"('medicina', 'non')",2
"('conoscere', 'medicina')",1
"('avere', 'numero')",2
"('avere', 'divenire')",1
"('avere', 'grande')",7
"('avere', 'conoscere')",4
"('essere', 'numero')",3
"('divenire', 'essere')",7
"('essere', 'grande')",13
"('divenire', 'numero')",1
"('grande', 'numero')",1
"('non', 'numero')",1
"('conoscere', 'numero')",1
"('divenire', 'grande')",1
"('divenire', 'non')",2
"('conoscere', 'divenire')",1
"('grande', 'non')",2
"('conoscere', 'grande')",1
"('conoscere', 'non')",5
"('consequente', 'debito')",1
"('argomento', 'consequente')",1
"('consequente', 'non')",2
"('consequente', 'prendere')",1
"('argomento', 'debito')",1
"('debito', 'non')",2
"('debito', 'prendere')",1
"('argomento', 'non')",3
"('argomento', 'prendere')",1
"('non', 'prendere')",11
"('guarire', 'infra')",1
"('guarire', 'terzo')",1
"('giorno', 'guarire')",1
"('infra', 'terzo')",1
"('giorno', 'infra')",1
"('giorno', 'terzo')",1
"('apparizione', 'de')",1
"('apparizione', 'dire')",1
"('apparizione', 'segno')",1
"('de', 'dire')",7
"('de', 'segno')",1
"('dire', 'segno')",1
"('accidente', 'febbre')",1
"('febbre', 'morire')",1
"('accidente', 'morire')",1
"('essere', 'pestilenza')",1
"('forza', 'infermo')",1
"('comunicare', 'forza')",1
"('comunicare', 'infermo')",1
"('avventare', 'sano')",1
"('avventare', 'non')",1
"('avventare', 'fare')",1
"('avventare', 'fuoco')",1
"('avventare', 'cosa')",1
"('avventare', 'secco')",1
"('avventare', 'unto')",1
"('non', 'sano')",2
"('fare', 'sano')",1
"('fuoco', 'sano')",1
"('cosa', 'sano')",1
"('sano', 'secco')",1
"('sano', 'unto')",1
"('fuoco', 'non')",2
"('cosa', 'non')",28
"('non', 'secco')",1
"('non', 'unto')",1
"('fare', 'fuoco')",1
"('cosa', 'fare')",12
"('fare', 'secco')",1
"('fare', 'unto')",1
"('cosa', 'fuoco')",1
"('fuoco', 'secco')",1
"('fuoco', 'unto')",1
"('cosa', 'secco')",1
"('cosa', 'unto')",1
"('secco', 'unto')",1
"('avvicinare', 'essere')",1
"('non', 'parlare')",4
"('non', 'usare')",4
"('infermo', 'non')",4
"('dare', 'non')",8
"('infermità', 'non')",2
"('cagione', 'non')",5
"('parlare', 'usare')",1
"('infermo', 'parlare')",2
"('dare', 'parlare')",1
"('parlare', 'sano')",1
"('infermità', 'parlare')",1
"('cagione', 'parlare')",1
"('infermo', 'usare')",1
"('dare', 'usare')",1
"('sano', 'usare')",1
"('infermità', 'usare')",1
"('cagione', 'usare')",1
"('dare', 'infermo')",4
"('infermo', 'sano')",1
"('infermità', 'infermo')",4
"('cagione', 'infermo')",1
"('dare', 'sano')",1
"('dare', 'infermità')",2
"('cagione', 'dare')",1
"('infermità', 'sano')",1
"('cagione', 'sano')",1
"('cagione', 'infermità')",1
"('comune', 'morte')",1
"('comune', 'toccare')",1
"('comune', 'panno')",1
"('altro', 'comune')",1
"('comune', 'cosa')",2
"('morte', 'toccare')",1
"('morte', 'panno')",1
"('altro', 'morte')",2
"('cosa', 'morte')",1
"('panno', 'toccare')",1
"('altro', 'toccare')",2
"('cosa', 'toccare')",1
"('altro', 'panno')",1
"('cosa', 'panno')",1
"('altro', 'cosa')",10
"('essere', 'infermo')",11
"('infermo', 'tocco')",1
"('adoperare', 'infermo')",1
"('infermo', 'parere')",1
"('infermo', 'toccator')",1
"('essere', 'tocco')",1
"('adoperare', 'essere')",3
"('essere', 'parere')",11
"('essere', 'infermità')",5
"('essere', 'toccator')",1
"('adoperare', 'tocco')",1
"('parere', 'tocco')",1
"('infermità', 'tocco')",1
"('toccator', 'tocco')",1
"('adoperare', 'parere')",1
"('adoperare', 'infermità')",1
"('adoperare', 'toccator')",1
"('infermità', 'parere')",1
"('parere', 'toccator')",1
"('infermità', 'toccator')",1
"('essere', 'riudire')",3
"('dovere', 'essere')",22
"('dovere', 'riudire')",2
"('dire', 'riudire')",1
"('dire', 'dovere')",9
"('dare', 'occhio')",1
"('non', 'occhio')",2
"('essere', 'occhio')",3
"('occhio', 'veduto')",2
"('dare', 'essere')",19
"('dare', 'veduto')",2
"('non', 'veduto')",2
"('essere', 'veduto')",9
"('credere', 'non')",14
"('credere', 'scrivere')",1
"('credere', 'fededegna')",1
"('credere', 'persona')",1
"('credere', 'udire')",1
"('non', 'scrivere')",1
"('fededegna', 'non')",1
"('non', 'persona')",4
"('non', 'udire')",7
"('fededegna', 'scrivere')",1
"('persona', 'scrivere')",1
"('scrivere', 'udire')",1
"('fededegna', 'persona')",1
"('fededegna', 'udire')",1
"('persona', 'udire')",2
"('dire', 'efficacia')",1
"('dire', 'qualità')",2
"('dire', 'pestilenzia')",1
"('dire', 'narrare')",1
"('efficacia', 'essere')",1
"('efficacia', 'qualità')",1
"('efficacia', 'pestilenzia')",1
"('efficacia', 'narrare')",1
"('essere', 'qualità')",1
"('essere', 'pestilenzia')",1
"('essere', 'narrare')",1
"('pestilenzia', 'qualità')",1
"('narrare', 'qualità')",1
"('narrare', 'pestilenzia')",1
"('appiccare', 'uno')",1
"('appiccare', 'non')",1
"('appiccare', 'uomo')",2
"('non', 'uno')",1
"('uno', 'uomo')",2
"('non', 'uomo')",19
"('uomo', 'uomo')",2
"('essere', 'volta')",21
"('fare', 'volta')",6
"('cosa', 'volta')",4
"('infermo', 'uomo')",2
"('essere', 'uomo')",57
"('morire', 'uomo')",4
"('infermità', 'uomo')",3
"('toccare', 'uomo')",1
"('altro', 'uomo')",1
"('animale', 'uomo')",1
"('infermo', 'morire')",1
"('infermo', 'toccare')",1
"('altro', 'infermo')",1
"('animale', 'infermo')",1
"('essere', 'morire')",15
"('essere', 'toccare')",2
"('altro', 'essere')",7
"('animale', 'essere')",1
"('infermità', 'morire')",2
"('morire', 'toccare')",1
"('altro', 'morire')",1
"('animale', 'morire')",1
"('infermità', 'toccare')",1
"('altro', 'infermità')",1
"('animale', 'infermità')",1
"('animale', 'toccare')",1
"('altro', 'animale')",1
"('spezie', 'uomo')",1
"('non', 'spezie')",1
"('infermità', 'spezie')",1
"('contaminare', 'spezie')",1
"('contaminare', 'uomo')",1
"('contaminare', 'non')",1
"('contaminare', 'infermità')",1
"('breve', 'infra')",1
"('infra', 'uccidere')",1
"('breve', 'spazio')",1
"('breve', 'uccidere')",1
"('spazio', 'uccidere')",1
"('essere', 'prendere')",9
"('dì', 'essere')",11
"('esperienza', 'essere')",1
"('dire', 'prendere')",2
"('dire', 'volta')",5
"('dire', 'dì')",5
"('dire', 'esperienza')",1
"('prendere', 'volta')",1
"('dì', 'prendere')",1
"('fare', 'prendere')",3
"('esperienza', 'prendere')",1
"('dì', 'volta')",2
"('esperienza', 'volta')",1
"('dì', 'fare')",5
"('dì', 'esperienza')",1
"('esperienza', 'fare')",1
"('essere', 'straccio')",1
"('essere', 'povero')",4
"('essere', 'gittati')",1
"('essere', 'via')",4
"('povero', 'straccio')",1
"('straccio', 'uomo')",1
"('infermità', 'straccio')",1
"('morire', 'straccio')",1
"('gittati', 'straccio')",1
"('straccio', 'via')",1
"('povero', 'uomo')",2
"('infermità', 'povero')",1
"('morire', 'povero')",1
"('gittati', 'povero')",1
"('povero', 'via')",1
"('gittati', 'uomo')",1
"('uomo', 'via')",1
"('gittati', 'infermità')",1
"('infermità', 'via')",1
"('gittati', 'morire')",1
"('morire', 'via')",1
"('gittati', 'via')",1
"('avvenendosi', 'publica')",1
"('due', 'publica')",1
"('porco', 'publica')",1
"('lor', 'publica')",1
"('costume', 'publica')",1
"('avvenendosi', 'due')",1
"('avvenendosi', 'porco')",1
